name,price
"Top 5 Fragrance Gift Set (Women's) - 5ml Spray (75 Sprays),Top 5 Fragrance Gift Set (Women's) - 10ml Spray (150 Sprays),Top 5 Fragrance Gift Set (Women's) - 5ml Spray (75 Sprays) + Name Customization,Top 5 Fragrance Gift Set (Women's) - 10ml Spray (75 Sprays) + Name Customization","[100.0, 180.0, 110.0, 190.0]"
"Tom Ford Tobacco Vanille EDP - 2ml Spray (30 Sprays),Tom Ford Tobacco Vanille EDP - 5ml Spray (75 Sprays),Tom Ford Tobacco Vanille EDP - 10ml Spray (150 Sprays)","[20.0, 40.0, 70.0]"
"Mont Blanc Explorer Ultra Blue - 5ml Spray (75 Sprays),Mont Blanc Explorer Ultra Blue - 10ml Spray (150 Sprays)","[10.0, 18.0]"
"Marc Jacobs Daisy Eau So Fresh - 5ml Spray (75 Sprays),Marc Jacobs Daisy Eau So Fresh - 10ml Spray (150 Sprays)","[14.0, 22.0]"
"Mancera Instant Crush - 5ml Spray (75 Sprays),Mancera Instant Crush - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Maison Francis Kurkdjian MFK L'homme A La Rose - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK L'homme A La Rose - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK L'homme A La Rose - 10ml Spray (150 Sprays)","[18.0, 35.0, 65.0]"
"Maison Francis Kurkdjian MFK Gentle Fluidity Gold - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Gentle Fluidity Gold - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Gentle Fluidity Gold - 10ml Spray (150 Sprays)","[18.0, 35.0, 60.0]"
"Mancera Cedrat Boise - 5ml Spray (75 Sprays),Mancera Cedrat Boise - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Maison Francis Kurkdjian MFK Masculin Pluriel EDT - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Masculin Pluriel EDT - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Masculin Pluriel EDT - 10ml Spray (150 Sprays)","[15.0, 30.0, 55.0]"
"Maison Francis Kurkdjian MFK Grand Soir EDP - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Grand Soir EDP - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Grand Soir EDP - 10ml Spray (150 Sprays)","[18.0, 35.0, 60.0]"
"Maison Francis Kurkdjian MFK Feminin Pluriel EDP - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Feminin Pluriel EDP - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Feminin Pluriel EDP - 10ml Spray (150 Sprays)","[15.0, 30.0, 55.0]"
"Maison Francis Kurkdjian MFK Aqua Vitae - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Aqua Vitae - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Aqua Vitae - 10ml Spray (150 Sprays)","[10.0, 22.0, 40.0]"
"Maison Francis Kurkdjian MFK Baccarat Rouge 540 XDP - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Baccarat Rouge 540 XDP - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Baccarat Rouge 540 XDP - 10ml Spray (150 Sprays)","[22.0, 50.0, 90.0]"
"Maison Francis Kurkdjian MFK Baccarat Rouge 540 EDP - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Baccarat Rouge 540 EDP - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Baccarat Rouge 540 EDP - 10ml Spray (150 Sprays)","[18.0, 35.0, 60.0]"
"Le Labo Another 13 - 2ml Spray (30 Sprays),Le Labo Another 13 - 5ml Spray (75 Sprays),Le Labo Another 13 - 10ml Spray (150 Sprays)","[15.0, 35.0, 60.0]"
"Maison Francis Kurkdjian MFK Aqua Vitae Cologne Forte - 2ml Spray (30 Sprays),Maison Francis Kurkdjian MFK Aqua Vitae Cologne Forte - 5ml Spray (75 Sprays),Maison Francis Kurkdjian MFK Aqua Vitae Cologne Forte - 10ml Spray (150 Sprays)","[15.0, 30.0, 55.0]"
"Jo Malone Waterlily Cologne - 5ml Spray (75 Sprays),Jo Malone Waterlily Cologne - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"John Varvatos Artisan Pure - 5ml Spray (75 Sprays),John Varvatos Artisan Pure - 10ml Spray (150 Sprays)","[12.0, 20.0]"
"Jo Malone Sakura Cherry Blossom Cologne - 5ml Spray (75 Sprays),Jo Malone Sakura Cherry Blossom Cologne - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Jo Malone Plum Blossom Cologne - 5ml Spray (75 Sprays),Jo Malone Plum Blossom Cologne - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Lancome La Vie Est Belle EDP - 5ml Spray (75 Sprays),Lancome La Vie Est Belle EDP - 10ml Spray (150 Sprays)","[17.0, 30.0]"
"Kilian Angels' Share EDP - 2ml Spray (30 Sprays),Kilian Angels' Share EDP - 5ml Spray (75 Sprays),Kilian Angels' Share EDP - 10ml Sprays (150 Sprays)","[25.0, 50.0, 80.0]"
"Jo Malone English Pear & Fressia - 5ml Spray (75 Sprays),Jo Malone English Pear & Fressia - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Dior Sauvage EDP - 5ml Spray (75 Sprays),Dior Sauvage EDP - 10ml Spray (150 Sprays)","[17.0, 30.0]"
"Dior Homme Intense EDP - 5ml Spray (75 Sprays),Dior Homme Intense EDP - 10ml Spray (150 Sprays)","[18.0, 30.0]"
"Chanel Pour Monsieur EDP - 5ml Spray (75 Sprays),Chanel Pour Monsieur EDP - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Dior Sauvage Elixir - 2ml Spray (30 Sprays),Dior Sauvage Elixir - 5ml Spray (75 Sprays),Dior Sauvage Elixir - 10ml Spray (150 Sprays)","[15.0, 30.0, 55.0]"
"Chanel Platinum Egoiste EDT - 5ml Spray (75 Sprays),Chanel Platinum Egoiste EDT - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Dior Sauvage EDT - 5ml Spray (75 Sprays),Dior Sauvage EDT - 10ml (150 Sprays)","[15.0, 25.0]"
"Dior J'adore EDP - 5ml Spray (75 Sprays),Dior J'adore EDP - 10ml Spray (150 Sprays)","[20.0, 40.0]"
"Chanel Gabrielle EDP - 5ml Spray (75 Sprays),Chanel Gabrielle EDP - 10ml Spray (150 Sprays)","[25.0, 40.0]"
"Chanel No. 5 EDP - 5ml Sprays (75 Sprays),Chanel No. 5 EDP - 10ml Spray (150 Sprays)","[25.0, 45.0]"
"Chanel Allure Homme Sport eau Extreme - 5ml Spray (75 Sprays),Chanel Allure Homme Sport eau Extreme - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Ariana Grande Cloud EDP - 5ml Spray (75 Sprays),Ariana Grande Cloud EDP - 10ml Spray (150 Sprays)","[14.0, 24.0]"
"Ariana Grande Ari - 5ml Spray (75 Sprays),Ariana Grande Ari - 10ml Spray (150 Sprays)","[14.0, 24.0]"
"Chanel Chance eau Tendre EDT - 5ml Spray (75 Sprays),Chanel Chance eau Tendre EDT - 10ml Spray (150 Sprays)","[20.0, 36.0]"
"Chanel Allure Homme Sport Edition Blanche EDP - 5ml Spray (75 Sprays),Chanel Allure Homme Sport Edition Blanche EDP - 10ml Spray (150 Sprays)","[20.0, 35.0]"
"Chanel Coco Mademoiselle EDP - 5ml Spray (75 Sprays),Chanel Coco Mademoiselle EDP - 10ml Spray (150 Sprays)","[25.0, 40.0]"
"Chanel Egoiste EDT - 5ml Spray (75 Sprays),Chanel Egoiste EDT - 10ml Spray (150 Sprays)","[20.0, 35.0]"
