product_url,product_name,image_url,price
https://www.glassesshop.com/eyeglasses/fp2489,Niki Black/Green Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202201/61dbe5cd249c1.jpg",$24.95
https://www.glassesshop.com/eyeglasses/fp1618,Baldwin Blue Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7d156f3d7.jpg",$19.95
https://www.glassesshop.com/eyeglasses/fp1644,Isaiah Black/Crystal Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7e919eb7f.jpg",$19.95
https://www.glassesshop.com/eyeglasses/fz1159,Enoch Purple Rectangle Acetate Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5b0fae2e711fc.jpg",$29.95
https://www.glassesshop.com/eyeglasses/ft0525,Niagara Black/Golden Aviator Titanium Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202108/6107bd292b8c5.jpg",$45.95
https://www.glassesshop.com/eyeglasses/sup1074,Clarence Tortoise Rectangle TR90 Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202103/60457fdbce7bd.jpg",$9.95
https://www.glassesshop.com/eyeglasses/sup1014,Elroy Black Rectangle TR90 Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f5f31cf1a282.jpg",$29.95
https://www.glassesshop.com/eyeglasses/fp2013,Rainbow Multicolor Cat Eye TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201910/5db16a534b675.jpg",$19.95
https://www.glassesshop.com/eyeglasses/fp2270,Orlando Blue Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202104/606bc795eb91c.jpg",$12.95
https://www.glassesshop.com/eyeglasses/sup0793,Aurora Tortoise Rectangle Acetate Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202004/5e93cce730382.jpg",$29.95
https://www.glassesshop.com/eyeglasses/fp1088,Reno Black Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201611/581c4a3fa7f0a.jpg",$44.95
https://www.glassesshop.com/eyeglasses/fm1669,John Golden Aviator Metal Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202202/620a0439abcb7.jpg",$29.95
https://www.glassesshop.com/eyeglasses/fz1894,Bellevue Blue/Crystal Rectangle Acetate Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202202/620a0b81044ea.jpg",$29.95
https://www.glassesshop.com/eyeglasses/fp1726,Dove Black Round Ultem Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3dcfeb7bc2f.jpg",$34.95
https://www.glassesshop.com/eyeglasses/fp1724,Felix Black Rectangle Ultem Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3dcfdb8dcd4.jpg",$19.95
https://www.glassesshop.com/eyeglasses/sup0749,Bernardino Golden Aviator Metal Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202007/5f1e8ac5b6c35.jpg",$24.95
https://www.glassesshop.com/eyeglasses/fp1719,Jean Black/Floral Cat Eye Plastic Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201902/5c7757050ca47.jpg",$24.95
https://www.glassesshop.com/eyeglasses/fz1279,Ezekiel Blue Rectangle Acetate Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc50f665fff.jpg",$29.95
https://www.glassesshop.com/eyeglasses/fz0781,Horace Black Rectangle Acetate Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201811/5bff5bf26bea7.jpg",$29.95
https://www.glassesshop.com/eyeglasses/fp2248,Jackson Gray/Blue Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202102/602a10198cf41.jpg",$24.95
https://www.glassesshop.com/eyeglasses/fp2190,Naperville Black/Pink Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202012/5fdb212b56675.jpg",$12.95
https://www.glassesshop.com/eyeglasses/fp1363,Evansville Black Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202102/6023752dda9dd.jpg",$19.95
https://www.glassesshop.com/eyeglasses/fp2195,Owensboro Black Rectangle TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fc45793d9906.jpg",$12.95
https://www.glassesshop.com/eyeglasses/fm1372,Newark Black/Rose Gold Cat Eye Metal Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201903/5c99cd282b827.jpg",$24.95
https://www.glassesshop.com/eyeglasses/fz1767,Debby Multicolor Round Acetate Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202111/617faa482167a.jpg",$29.95
https://www.glassesshop.com/eyeglasses/sup1175,Michelle Tortoise Square TR90 Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202106/60c7fae0d0b31.jpg",$29.95
https://www.glassesshop.com/eyeglasses/sup0828,Megan Black Oval Plastic Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202105/60924522f3ddf.jpg",$29.95
https://www.glassesshop.com/eyeglasses/sup1203,TerreHaute Black Rectangle TR90 Sunglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202106/60d17b88cdbd8.jpg",$19.95
https://www.glassesshop.com/eyeglasses/fp2587,FortMyers Brown/Gray Square TR90 Eyeglasses,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202205/6278d3a072378.jpg",$29.95
